RA,Nome,Fase,Turma,Ano_Nascimento,Idade,Gênero,Ano_Ingresso,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Pedra,Defas,Ponto_de_Virada,Matem,Portug,Inglês,Pedra_Calculada,Gap_IAA_IDA,Media_Academica,RISCO,Faixa_Etaria,Tempo_Programa
RA-1,Aluno-1,7,A,2003,19,Menina,2016,8.3,4.1,5.6,4.0,7.278,5.0,5.783,Quartzo,-1,0,2.7,3.5,6.0,Ágata,4.300000000000001,4.05,1,Jovem (15+),6
RA-2,Aluno-2,7,A,2005,17,Menina,2017,8.8,5.2,6.3,6.8,6.778,10.0,7.055,Ametista,0,0,6.3,4.5,9.7,Ametista,2.000000000000001,6.0,0,Jovem (15+),5
RA-3,Aluno-3,7,A,2005,17,Menina,2016,0.0,7.9,5.6,5.6,7.556,10.0,6.591,Ágata,0,0,5.8,4.0,6.9,Ágata,-5.6,6.75,0,Jovem (15+),6
RA-4,Aluno-4,7,A,2005,17,Menino,2017,8.8,4.5,5.6,5.0,5.278,10.0,5.951,Quartzo,0,0,2.8,3.5,8.7,Ágata,3.8000000000000007,4.75,0,Jovem (15+),5
RA-5,Aluno-5,7,A,2005,17,Menina,2016,7.9,8.6,5.6,5.2,7.389,10.0,7.427,Ametista,0,0,7.0,2.9,5.7,Ametista,2.7,6.9,0,Jovem (15+),6
RA-6,Aluno-6,7,A,2004,18,Menina,2021,7.9,4.5,7.5,3.3,7.222,5.0,5.848,Quartzo,-1,0,2.3,5.3,2.3,Ágata,4.6000000000000005,3.9,1,Jovem (15+),1
RA-7,Aluno-7,7,A,2004,18,Menino,2017,0.0,8.4,7.5,7.6,7.667,5.0,6.818,Ágata,-1,0,8.2,5.7,9.0,Ágata,-7.6,8.0,0,Jovem (15+),5
RA-8,Aluno-8,7,A,2002,20,Menina,2018,7.1,4.6,6.3,1.6,6.278,5.0,4.786,Quartzo,-1,0,1.2,0.7,2.9,Quartzo,5.5,3.0999999999999996,1,Jovem (15+),4
RA-9,Aluno-9,7,A,2004,18,Menina,2019,8.8,9.5,7.5,6.7,9.5,5.0,8.109,Topázio,-1,1,5.5,6.0,8.7,Ametista,2.1000000000000005,8.1,0,Jovem (15+),3
RA-10,Aluno-10,7,A,2004,18,Menina,2021,8.3,5.2,5.0,4.1,7.056,5.0,5.784,Quartzo,-1,0,3.3,2.6,6.4,Ágata,4.200000000000001,4.65,1,Jovem (15+),1
RA-11,Aluno-11,7,A,2004,18,Menina,2016,9.2,4.2,5.0,3.0,6.389,5.0,5.323,Quartzo,-1,0,1.8,2.5,4.5,Quartzo,6.199999999999999,3.6,1,Jovem (15+),6
RA-12,Aluno-12,7,A,2005,17,Menina,2020,0.0,4.0,6.9,1.5,6.389,10.0,4.832,Quartzo,0,0,2.7,1.1,0.7,Quartzo,-1.5,2.75,1,Jovem (15+),2
RA-13,Aluno-13,7,A,2004,18,Menino,2016,7.9,7.4,7.5,4.7,8.056,5.0,6.902,Ágata,-1,0,3.5,5.5,5.2,Ametista,3.2,6.050000000000001,1,Jovem (15+),6
RA-14,Aluno-14,7,D,2001,21,Menino,2022,7.9,8.3,7.5,4.0,7.75,5.0,6.793,Ágata,-1,0,8.0,0.0,,Ágata,3.9000000000000004,6.15,1,Jovem (15+),0
RA-15,Aluno-15,7,D,2004,18,Menino,2022,8.8,10.0,7.5,7.3,7.292,5.0,7.783,Ametista,-1,0,8.0,6.5,,Ametista,1.5000000000000009,8.65,0,Jovem (15+),0
RA-16,Aluno-16,7,D,2003,19,Menino,2022,7.9,8.3,5.0,3.5,6.333,5.0,6.112,Ágata,-1,0,7.0,0.0,,Ágata,4.4,5.9,1,Jovem (15+),0
RA-17,Aluno-17,7,D,2002,20,Menino,2022,8.8,10.0,7.5,7.8,8.292,5.0,8.068,Topázio,-1,0,9.0,6.5,,Ametista,1.0000000000000009,8.9,0,Jovem (15+),0
RA-18,Aluno-18,7,D,2003,19,Menino,2022,6.3,8.7,6.3,9.0,6.875,5.0,7.226,Ametista,-1,0,9.0,9.0,,Ametista,-2.7,8.85,0,Jovem (15+),0
RA-19,Aluno-19,7,D,2003,19,Menina,2022,7.9,9.5,7.5,8.0,7.0,5.0,7.665,Ametista,-1,0,7.0,9.0,,Ametista,-0.09999999999999964,8.75,0,Jovem (15+),0
RA-20,Aluno-20,7,D,2003,19,Menina,2022,7.1,10.0,6.3,7.8,7.167,5.0,7.535,Ametista,-1,0,9.0,6.5,,Ametista,-0.7000000000000002,8.9,0,Jovem (15+),0
RA-21,Aluno-21,7,D,2004,18,Menino,2022,9.6,9.2,7.5,3.8,7.25,5.0,6.945,Ágata,-1,0,7.0,0.5,,Ametista,5.8,6.5,1,Jovem (15+),0
RA-22,Aluno-22,6,A,2005,17,Menina,2019,8.3,7.4,8.1,6.7,8.833,5.0,7.474,Ametista,-1,1,9.0,3.1,7.8,Ametista,1.6000000000000005,7.050000000000001,0,Jovem (15+),3
RA-23,Aluno-23,6,A,2005,17,Menino,2021,8.3,8.2,8.1,6.7,8.556,5.0,7.677,Ametista,-1,1,7.2,4.7,8.2,Ametista,1.6000000000000005,7.449999999999999,0,Jovem (15+),1
RA-24,Aluno-24,6,A,2005,17,Menina,2021,9.2,7.9,6.9,8.6,9.111,5.0,8.087,Topázio,-1,1,10.0,6.3,9.7,Ametista,0.5999999999999996,8.25,0,Jovem (15+),1
RA-25,Aluno-25,6,A,2005,17,Menina,2021,8.3,8.3,8.8,6.9,9.667,5.0,7.979,Ametista,-1,1,9.2,3.8,7.7,Ametista,1.4000000000000004,7.6000000000000005,0,Jovem (15+),1
RA-26,Aluno-26,6,A,2005,17,Menino,2022,9.6,8.8,10.0,8.0,10.0,5.0,8.677,Topázio,-1,1,9.5,4.4,10.0,Topázio,1.5999999999999996,8.4,0,Jovem (15+),0
RA-27,Aluno-27,6,A,2005,17,Menino,2016,0.0,7.6,8.1,8.0,9.111,5.0,7.124,Ametista,-1,1,7.7,6.3,10.0,Ametista,-8.0,7.8,0,Jovem (15+),6
RA-28,Aluno-28,6,A,2005,17,Menina,2019,7.9,6.1,7.5,5.0,6.333,5.0,6.242,Ágata,-1,0,8.2,1.5,5.3,Ágata,2.9000000000000004,5.55,0,Jovem (15+),3
RA-29,Aluno-29,6,A,2005,17,Menino,2022,0.0,4.0,8.8,3.7,7.611,5.0,4.985,Quartzo,-1,0,6.3,1.1,3.8,Quartzo,-3.7,3.85,1,Jovem (15+),0
RA-30,Aluno-30,6,A,2006,16,Menina,2021,8.8,6.4,7.5,7.5,7.333,10.0,7.605,Ametista,0,0,8.5,4.4,9.7,Ametista,1.3000000000000007,6.95,0,Jovem (15+),1
RA-31,Aluno-31,6,A,2005,17,Menina,2019,10.0,9.5,9.4,8.0,10.0,5.0,8.843,Topázio,-1,1,9.0,5.7,9.3,Topázio,2.0,8.75,0,Jovem (15+),3
RA-32,Aluno-32,6,A,2006,16,Menina,2018,8.8,5.2,8.8,6.1,7.944,10.0,7.37,Ametista,0,0,5.7,3.6,8.9,Ametista,2.700000000000001,5.65,0,Jovem (15+),4
RA-33,Aluno-33,6,A,2005,17,Menina,2020,0.0,4.6,7.5,4.8,6.0,5.0,4.952,Quartzo,-1,0,9.0,1.6,3.7,Quartzo,-4.8,4.699999999999999,1,Jovem (15+),2
RA-34,Aluno-34,6,A,2005,17,Menino,2016,9.6,4.8,8.1,3.8,7.278,5.0,6.259,Ágata,-1,0,4.7,4.0,2.8,Ágata,5.8,4.3,1,Jovem (15+),6
RA-35,Aluno-35,6,A,2005,17,Menina,2019,10.0,9.6,9.4,8.5,10.0,5.0,8.965,Topázio,-1,1,9.0,7.1,9.3,Topázio,1.5,9.05,0,Jovem (15+),3
RA-36,Aluno-36,6,A,2005,17,Menina,2019,9.2,9.0,6.9,6.8,8.944,5.0,7.876,Ametista,-1,1,8.5,4.3,7.8,Ametista,2.3999999999999995,7.9,0,Jovem (15+),3
RA-37,Aluno-37,6,A,2005,17,Menina,2019,0.0,5.4,5.0,5.9,5.222,5.0,4.95,Quartzo,-1,0,2.3,5.3,10.0,Quartzo,-5.9,5.65,0,Jovem (15+),3
RA-38,Aluno-38,6,A,2005,17,Menina,2017,9.2,8.9,7.5,8.6,9.833,5.0,8.523,Topázio,-1,1,9.0,7.0,9.7,Topázio,0.5999999999999996,8.75,0,Jovem (15+),5
RA-39,Aluno-39,6,A,2006,16,Menina,2017,0.0,4.8,6.9,6.9,6.111,10.0,6.033,Ágata,0,0,7.7,5.1,7.8,Ágata,-6.9,5.85,0,Jovem (15+),5
RA-40,Aluno-40,5,A,2006,16,Menina,2016,7.9,7.8,7.5,6.8,7.75,5.0,7.203,Ametista,-1,0,4.7,7.3,8.4,Ametista,1.1000000000000005,7.3,0,Jovem (15+),6
RA-41,Aluno-41,5,A,2005,17,Menino,2018,9.2,6.1,5.0,5.6,4.375,5.0,5.581,Quartzo,-2,0,6.3,2.5,8.0,Ágata,3.5999999999999996,5.85,0,Jovem (15+),4
RA-42,Aluno-42,5,A,2007,15,Menino,2019,8.3,7.9,5.6,4.8,6.083,10.0,6.72,Ágata,0,0,3.7,4.5,6.2,Ágata,3.500000000000001,6.35,1,Jovem (15+),3
RA-43,Aluno-43,5,A,2006,16,Menina,2019,6.3,6.5,5.6,4.3,5.958,5.0,5.486,Quartzo,-1,0,4.0,5.8,3.2,Quartzo,2.0,5.4,1,Jovem (15+),3
RA-44,Aluno-44,5,A,2005,17,Menina,2021,5.0,5.9,7.5,3.0,7.292,5.0,5.542,Quartzo,-2,0,2.3,3.5,3.2,Ágata,2.0,4.45,1,Jovem (15+),1
RA-45,Aluno-45,5,A,2007,15,Menina,2019,7.9,8.9,5.6,6.8,7.417,10.0,7.591,Ametista,0,0,6.3,5.2,8.8,Ametista,1.1000000000000005,7.85,0,Jovem (15+),3
RA-46,Aluno-46,5,A,2005,17,Menina,2022,8.8,8.4,6.3,2.1,7.083,5.0,6.048,Ágata,-2,0,2.8,2.8,0.7,Ágata,6.700000000000001,5.25,1,Jovem (15+),0
RA-47,Aluno-47,5,A,2005,17,Menina,2022,7.9,6.3,7.5,2.1,7.042,5.0,5.677,Quartzo,-2,0,2.5,2.2,1.5,Ágata,5.800000000000001,4.2,1,Jovem (15+),0
RA-48,Aluno-48,5,A,2007,15,Menina,2017,6.7,8.4,7.5,8.1,8.5,10.0,8.006,Ametista,0,1,6.7,8.0,9.5,Ametista,-1.3999999999999995,8.25,0,Jovem (15+),5
RA-49,Aluno-49,5,A,2005,17,Menina,2022,7.5,7.4,7.5,3.9,7.042,5.0,6.304,Ágata,-2,0,1.5,4.2,6.2,Ágata,3.6,5.65,1,Jovem (15+),0
RA-50,Aluno-50,5,A,2004,18,Menina,2022,7.5,8.4,7.5,7.8,7.542,2.5,7.138,Ametista,-3,0,6.5,7.3,9.7,Ametista,-0.2999999999999998,8.1,0,Jovem (15+),0
RA-51,Aluno-51,5,B,2005,17,Menina,2022,8.8,7.6,7.5,5.0,6.5,5.0,6.488,Ágata,-2,0,4.5,4.5,6.0,Ágata,3.8000000000000007,6.3,0,Jovem (15+),0
RA-52,Aluno-52,5,B,2009,13,Menino,2018,9.6,8.9,7.5,6.2,7.5,10.0,7.861,Ametista,2,0,3.3,6.3,8.8,Ametista,3.3999999999999995,7.550000000000001,1,Adolescente (11-14),4
RA-53,Aluno-53,5,B,2005,17,Menino,2022,9.2,7.0,7.5,7.0,6.458,5.0,6.725,Ágata,-2,0,6.0,8.0,,Ágata,2.1999999999999993,7.0,0,Jovem (15+),0
RA-54,Aluno-54,5,B,2006,16,Menina,2022,7.9,6.9,7.5,4.8,6.125,5.0,6.058,Ágata,-1,0,3.0,6.5,,Ágata,3.1000000000000005,5.85,1,Jovem (15+),0
RA-55,Aluno-55,5,B,2006,16,Menina,2017,7.1,7.6,5.6,7.5,6.5,5.0,6.576,Ágata,-1,0,6.7,7.8,7.9,Ágata,-0.40000000000000036,7.55,0,Jovem (15+),5
RA-56,Aluno-56,5,B,2007,15,Menina,2019,10.0,10.0,7.5,7.0,8.25,10.0,8.404,Topázio,0,0,4.5,6.5,10.0,Topázio,3.0,8.5,0,Jovem (15+),3
RA-57,Aluno-57,5,B,2006,16,Menino,2017,7.1,8.1,5.6,8.4,7.875,5.0,7.305,Ametista,-1,0,9.0,7.0,9.3,Ametista,-1.3000000000000007,8.25,0,Jovem (15+),5
RA-58,Aluno-58,5,B,2007,15,Menino,2017,9.6,9.2,6.3,7.2,8.125,10.0,8.136,Topázio,0,0,4.5,8.0,9.0,Ametista,2.3999999999999995,8.2,0,Jovem (15+),5
RA-59,Aluno-59,5,B,2005,17,Menino,2022,9.2,9.3,7.5,7.2,7.917,5.0,7.642,Ametista,-2,0,7.0,5.7,8.8,Ametista,1.9999999999999991,8.25,0,Jovem (15+),0
RA-60,Aluno-60,5,B,2004,18,Menina,2021,6.7,6.0,7.5,4.9,6.167,2.5,5.537,Quartzo,-3,0,5.0,6.2,3.5,Ágata,1.7999999999999998,5.45,1,Jovem (15+),1
RA-61,Aluno-61,5,B,2007,15,Menino,2021,9.2,7.4,7.5,5.8,7.875,10.0,7.533,Ametista,0,0,1.7,6.3,9.3,Ametista,3.3999999999999995,6.6,0,Jovem (15+),1
RA-62,Aluno-62,5,B,2005,17,Menino,2022,8.8,9.4,7.5,9.3,7.25,5.0,7.891,Ametista,-2,0,8.5,10.0,,Ametista,-0.5,9.350000000000001,0,Jovem (15+),0
RA-63,Aluno-63,5,B,2006,16,Menino,2018,8.3,9.1,8.8,8.7,9.417,5.0,8.282,Topázio,-1,1,8.2,8.2,9.7,Topázio,-0.3999999999999986,8.899999999999999,0,Jovem (15+),4
RA-64,Aluno-64,5,B,2006,16,Menino,2019,7.1,8.1,8.1,7.5,8.25,5.0,7.368,Ametista,-1,0,4.8,8.2,9.4,Ametista,-0.40000000000000036,7.8,0,Jovem (15+),3
RA-65,Aluno-65,5,B,2005,17,Menina,2022,8.3,7.7,7.5,9.3,7.875,5.0,7.712,Ametista,-2,0,9.0,9.5,9.5,Ametista,-1.0,8.5,0,Jovem (15+),0
RA-66,Aluno-66,5,B,2005,17,Menina,2022,7.5,5.6,7.5,4.5,5.917,5.0,5.665,Quartzo,-2,0,3.0,6.0,,Ágata,3.0,5.05,1,Jovem (15+),0
RA-67,Aluno-67,5,C,2006,16,Menina,2019,5.8,3.0,7.5,3.6,6.889,5.0,5.195,Quartzo,-1,0,3.0,4.2,3.5,Quartzo,2.1999999999999997,3.3,1,Jovem (15+),3
RA-68,Aluno-68,5,C,2006,16,Menino,2019,8.3,6.0,7.5,4.0,7.944,5.0,6.438,Ágata,-1,0,4.7,4.8,2.7,Ágata,4.300000000000001,5.0,1,Jovem (15+),3
RA-69,Aluno-69,5,C,2006,16,Menino,2018,8.3,6.1,7.5,2.5,6.167,5.0,5.718,Quartzo,-1,0,4.7,2.6,0.3,Ágata,5.800000000000001,4.3,1,Jovem (15+),4
RA-70,Aluno-70,5,C,2006,16,Menina,2017,8.8,6.6,5.0,2.9,6.111,5.0,5.712,Quartzo,-1,0,5.7,2.9,0.2,Ágata,5.9,4.75,1,Jovem (15+),5
RA-71,Aluno-71,5,C,2005,17,Menina,2019,7.9,2.0,7.5,1.2,5.833,5.0,4.332,Quartzo,-2,0,1.3,2.2,0.0,Quartzo,6.7,1.6,1,Jovem (15+),3
RA-72,Aluno-72,5,C,2005,17,Menina,2022,8.3,7.5,7.5,7.8,8.667,5.0,7.64,Ametista,-2,1,7.5,7.8,8.0,Ametista,0.5000000000000009,7.65,0,Jovem (15+),0
RA-73,Aluno-73,5,C,2005,17,Menina,2022,7.1,3.0,7.5,3.3,7.278,5.0,5.271,Quartzo,-2,0,4.5,3.0,2.3,Quartzo,3.8,3.15,1,Jovem (15+),0
RA-74,Aluno-74,5,C,2006,16,Menino,2022,9.6,3.3,7.5,2.0,5.833,5.0,4.989,Quartzo,-1,0,6.0,0.0,0.0,Quartzo,7.6,2.65,1,Jovem (15+),0
RA-75,Aluno-75,5,F,2006,16,Menina,2022,5.4,3.8,6.3,0.0,4.625,5.0,3.915,Quartzo,-1,0,0.0,0.0,,Quartzo,5.4,1.9,1,Jovem (15+),0
RA-76,Aluno-76,5,F,2007,15,Menina,2017,10.0,9.1,8.1,8.7,9.292,10.0,9.105,Topázio,0,1,9.3,8.3,8.4,Topázio,1.3000000000000007,8.899999999999999,0,Jovem (15+),5
RA-77,Aluno-77,5,F,2006,16,Menino,2019,7.1,2.7,5.0,0.7,4.625,5.0,3.846,Quartzo,-1,0,0.3,1.8,0.0,Quartzo,6.3999999999999995,1.7000000000000002,1,Jovem (15+),3
RA-78,Aluno-78,5,F,2005,17,Menino,2018,8.3,6.6,5.6,7.2,8.0,5.0,7.04,Ametista,-2,0,8.7,5.7,7.3,Ametista,1.1000000000000005,6.9,0,Jovem (15+),4
RA-79,Aluno-79,5,F,2006,16,Menina,2018,5.4,6.3,5.6,8.9,7.292,5.0,6.847,Ágata,-1,0,9.5,7.7,9.5,Ágata,-3.5,7.6,0,Jovem (15+),4
RA-80,Aluno-80,5,K,2006,16,Menina,2017,9.2,8.3,5.0,7.1,7.625,5.0,7.29,Ametista,-1,0,6.5,7.7,7.3,Ametista,2.0999999999999996,7.7,0,Jovem (15+),5
RA-81,Aluno-81,5,K,2008,14,Menina,2017,9.2,9.2,5.0,6.0,7.458,10.0,7.675,Ametista,1,0,5.5,5.2,7.3,Ametista,3.1999999999999993,7.6,1,Adolescente (11-14),5
RA-82,Aluno-82,5,K,2005,17,Menina,2022,8.8,6.8,7.5,5.5,6.417,5.0,6.596,Ágata,-2,0,6.0,5.0,,Ágata,3.3000000000000007,6.15,0,Jovem (15+),0
RA-83,Aluno-83,5,K,2005,17,Menina,2022,7.9,6.8,7.5,6.8,5.958,5.0,6.671,Ágata,-2,0,6.0,7.5,,Ágata,1.1000000000000005,6.8,0,Jovem (15+),0
RA-84,Aluno-84,5,K,2005,17,Menina,2018,7.1,8.8,5.0,5.8,6.75,5.0,6.682,Ágata,-2,0,5.7,6.5,5.2,Ágata,1.2999999999999998,7.300000000000001,0,Jovem (15+),4
RA-85,Aluno-85,5,K,2007,15,Menino,2022,6.7,7.3,5.0,4.3,5.833,10.0,6.243,Ágata,0,0,5.0,3.5,,Ágata,2.4000000000000004,5.8,1,Jovem (15+),0
RA-86,Aluno-86,5,K,2006,16,Menino,2016,7.5,9.6,5.6,6.7,8.458,5.0,7.566,Ametista,-1,1,6.2,7.2,6.9,Ametista,0.7999999999999998,8.15,0,Jovem (15+),6
RA-87,Aluno-87,5,K,2007,15,Menino,2021,8.3,9.6,7.5,8.8,8.5,10.0,8.712,Topázio,0,1,8.3,8.0,10.0,Topázio,-0.5,9.2,0,Jovem (15+),1
RA-88,Aluno-88,5,K,2005,17,Menino,2021,7.1,9.2,5.6,6.5,9.208,5.0,7.498,Ametista,-2,1,6.8,6.2,6.4,Ametista,0.5999999999999996,7.85,0,Jovem (15+),1
RA-89,Aluno-89,5,K,2006,16,Menino,2021,9.6,7.8,7.5,5.9,8.0,5.0,7.323,Ametista,-1,0,7.5,5.7,4.7,Ametista,3.6999999999999993,6.85,0,Jovem (15+),1
RA-90,Aluno-90,5,L,2009,13,Menina,2019,10.0,9.7,9.4,8.5,9.75,10.0,9.442,Topázio,2,1,7.7,8.0,9.8,Topázio,1.5,9.1,1,Adolescente (11-14),3
RA-91,Aluno-91,5,L,2006,16,Menina,2016,9.2,5.7,5.6,6.6,7.125,5.0,6.645,Ágata,-1,0,5.5,5.7,8.5,Ágata,2.5999999999999996,6.15,0,Jovem (15+),6
RA-92,Aluno-92,5,L,2006,16,Menina,2016,9.2,7.1,5.0,7.4,6.667,5.0,6.957,Ágata,-1,0,7.8,5.5,8.8,Ametista,1.799999999999999,7.25,0,Jovem (15+),6
RA-93,Aluno-93,5,L,2007,15,Menina,2016,8.3,9.7,8.1,8.5,9.083,10.0,8.941,Topázio,0,1,8.8,8.3,8.4,Topázio,-0.1999999999999993,9.1,0,Jovem (15+),6
RA-94,Aluno-94,5,L,2007,15,Menina,2018,8.3,9.6,8.1,7.7,9.583,10.0,8.921,Topázio,0,1,7.0,6.7,9.5,Topázio,0.6000000000000005,8.65,0,Jovem (15+),4
RA-95,Aluno-95,5,L,2005,17,Menina,2022,8.3,6.6,7.5,4.8,6.292,5.0,6.308,Ágata,-2,0,6.0,8.0,0.5,Ágata,3.500000000000001,5.699999999999999,1,Jovem (15+),0
RA-96,Aluno-96,5,L,2006,16,Menino,2021,9.2,7.8,6.9,6.7,8.5,5.0,7.54,Ametista,-1,1,5.7,6.5,8.0,Ametista,2.499999999999999,7.25,0,Jovem (15+),1
RA-97,Aluno-97,5,L,2007,15,Menina,2017,7.5,8.8,5.0,6.9,6.292,10.0,7.468,Ametista,0,0,5.3,6.7,8.8,Ametista,0.5999999999999996,7.8500000000000005,0,Jovem (15+),5
RA-98,Aluno-98,5,L,2007,15,Menina,2017,8.8,10.0,9.4,8.5,9.667,10.0,9.354,Topázio,0,1,8.4,8.2,8.9,Topázio,0.3000000000000007,9.25,0,Jovem (15+),5
RA-99,Aluno-99,5,L,2006,16,Menino,2019,8.8,6.3,7.5,5.0,5.833,5.0,6.158,Ágata,-1,0,5.7,3.4,5.8,Ágata,3.8000000000000007,5.65,0,Jovem (15+),3
RA-100,Aluno-100,4,A,2009,13,Menina,2019,8.8,7.8,5.0,7.6,7.25,10.0,7.618,Ametista,1,0,7.0,7.8,8.1,Ametista,1.200000000000001,7.699999999999999,1,Adolescente (11-14),3
RA-101,Aluno-101,4,A,2007,15,Menina,2021,7.9,8.3,7.5,7.6,6.833,5.0,7.305,Ametista,-1,0,7.2,6.5,9.2,Ametista,0.3000000000000007,7.95,0,Jovem (15+),1
RA-102,Aluno-102,4,A,2008,14,Menino,2019,6.7,7.7,6.9,5.7,6.0,10.0,6.922,Ágata,0,0,4.7,6.8,5.5,Ametista,1.0,6.7,0,Adolescente (11-14),3
RA-103,Aluno-103,4,A,2009,13,Menina,2020,7.9,8.7,7.5,7.3,7.708,10.0,8.107,Topázio,1,0,7.3,7.3,7.3,Ametista,0.6000000000000005,8.0,1,Adolescente (11-14),2
RA-104,Aluno-104,4,A,2004,18,Menino,2022,7.9,8.7,7.5,3.7,6.708,2.5,6.315,Ágata,-4,0,4.8,5.8,0.3,Ágata,4.2,6.199999999999999,1,Jovem (15+),0
RA-105,Aluno-105,4,A,2005,17,Menino,2016,7.9,8.2,5.6,6.7,7.417,2.5,6.846,Ágata,-3,0,7.2,6.2,6.8,Ágata,1.2000000000000002,7.449999999999999,0,Jovem (15+),6
RA-106,Aluno-106,4,A,2007,15,Menina,2016,9.2,8.0,9.4,7.4,8.375,5.0,7.973,Ametista,-1,1,7.8,7.2,7.2,Ametista,1.799999999999999,7.7,0,Jovem (15+),6
RA-107,Aluno-107,4,A,2007,15,Menina,2018,7.5,6.4,7.5,4.6,6.5,5.0,6.258,Ágata,-1,0,3.3,4.3,6.0,Ágata,2.9000000000000004,5.5,1,Jovem (15+),4
RA-108,Aluno-108,4,A,2005,17,Menina,2019,4.6,7.7,5.0,5.0,6.125,2.5,5.547,Quartzo,-3,0,3.0,5.8,6.2,Ágata,-0.40000000000000036,6.35,0,Jovem (15+),3
RA-109,Aluno-109,4,A,2006,16,Menino,2021,8.8,10.0,8.8,8.4,8.667,5.0,8.512,Topázio,-2,1,7.8,7.5,9.9,Topázio,0.40000000000000036,9.2,0,Jovem (15+),1
RA-110,Aluno-110,4,A,2008,14,Menino,2017,9.2,9.7,5.6,6.7,8.0,10.0,8.15,Topázio,0,0,8.3,5.7,6.0,Ametista,2.499999999999999,8.2,0,Adolescente (11-14),5
RA-111,Aluno-111,4,A,2009,13,Menina,2020,7.5,9.4,8.1,8.0,8.667,10.0,8.646,Topázio,1,1,6.7,7.5,9.7,Topázio,-0.5,8.7,1,Adolescente (11-14),2
RA-112,Aluno-112,4,A,2007,15,Menina,2016,7.9,7.8,6.3,8.5,8.833,5.0,7.836,Ametista,-1,1,9.0,7.5,9.1,Ametista,-0.5999999999999996,8.15,0,Jovem (15+),6
RA-113,Aluno-113,4,A,2007,15,Menina,2017,0.0,0.0,5.0,3.7,3.792,5.0,3.032,Quartzo,-1,0,3.3,5.5,2.3,Quartzo,-3.7,1.85,1,Jovem (15+),5
RA-114,Aluno-114,4,A,2006,16,Menino,2022,7.9,6.3,7.5,5.3,5.0,5.0,5.894,Quartzo,-2,0,6.0,4.5,,Ágata,2.6000000000000005,5.8,0,Jovem (15+),0
RA-115,Aluno-115,4,A,2006,16,Menina,2019,8.3,6.8,6.3,3.8,5.583,5.0,5.886,Quartzo,-2,0,3.0,5.7,2.7,Ágata,4.500000000000001,5.3,1,Jovem (15+),3
RA-116,Aluno-116,4,B,2006,16,Menina,2019,5.8,8.1,6.3,5.9,7.792,5.0,6.854,Ágata,-2,0,5.0,7.2,5.5,Ágata,-0.10000000000000053,7.0,0,Jovem (15+),3
RA-117,Aluno-117,4,B,2007,15,Menina,2022,7.9,6.3,6.9,6.1,7.417,5.0,6.685,Ágata,-1,0,4.7,6.7,7.0,Ágata,1.8000000000000007,6.199999999999999,0,Jovem (15+),0
RA-118,Aluno-118,4,B,2008,14,Menina,2021,0.0,5.3,6.3,3.9,6.958,10.0,5.597,Quartzo,0,0,3.7,4.7,3.5,Ágata,-3.9,4.6,1,Adolescente (11-14),1
RA-119,Aluno-119,4,B,2008,14,Menina,2016,8.3,8.2,5.6,5.4,7.875,10.0,7.501,Ametista,0,0,5.7,7.0,3.4,Ametista,2.9000000000000004,6.8,0,Adolescente (11-14),6
RA-120,Aluno-120,4,B,2007,15,Menino,2019,8.3,5.9,7.5,6.2,7.667,5.0,6.825,Ágata,-1,0,3.7,5.2,9.7,Ágata,2.1000000000000005,6.050000000000001,0,Jovem (15+),3
RA-121,Aluno-121,4,B,2006,16,Menina,2021,7.1,8.4,6.3,7.2,7.625,5.0,7.245,Ametista,-2,0,5.7,6.8,9.0,Ametista,-0.10000000000000053,7.800000000000001,0,Jovem (15+),1
RA-122,Aluno-122,4,B,2008,14,Menina,2019,7.9,3.4,7.5,1.8,4.958,10.0,5.061,Quartzo,0,0,1.7,3.7,0.0,Quartzo,6.1000000000000005,2.6,1,Adolescente (11-14),3
RA-123,Aluno-123,4,B,2006,16,Menino,2017,7.9,8.6,5.6,6.5,7.292,5.0,7.084,Ametista,-2,0,7.3,6.3,5.9,Ametista,1.4000000000000004,7.55,0,Jovem (15+),5
RA-124,Aluno-124,4,B,2008,14,Menino,2016,7.9,7.8,5.0,6.7,7.167,10.0,7.388,Ametista,0,0,5.7,7.0,7.5,Ametista,1.2000000000000002,7.25,0,Adolescente (11-14),6
RA-125,Aluno-125,4,B,2007,15,Menina,2022,8.8,8.5,7.5,7.1,7.75,5.0,7.619,Ametista,-1,0,5.0,7.2,9.2,Ametista,1.700000000000001,7.8,0,Jovem (15+),0
RA-126,Aluno-126,4,B,2007,15,Menino,2018,7.1,5.8,7.5,4.4,7.417,5.0,6.289,Ágata,-1,0,4.0,5.0,4.2,Ágata,2.6999999999999993,5.1,1,Jovem (15+),4
RA-127,Aluno-127,4,B,2008,14,Menina,2022,7.5,8.7,7.5,7.9,8.125,10.0,8.283,Topázio,0,0,7.7,7.7,8.3,Topázio,-0.40000000000000036,8.3,0,Adolescente (11-14),0
RA-128,Aluno-128,4,B,2007,15,Menino,2019,0.0,6.2,7.5,5.6,6.167,5.0,5.563,Quartzo,-1,0,6.7,6.8,3.2,Ágata,-5.6,5.9,0,Jovem (15+),3
RA-129,Aluno-129,4,B,2007,15,Menino,2019,6.7,6.4,7.5,6.7,7.792,5.0,6.926,Ágata,-1,0,6.0,5.3,8.7,Ametista,0.0,6.550000000000001,0,Jovem (15+),3
